None;BARRITA PAN
None;BOLLERIA A LA PLANCHA SUPLEMENTO
None;RACION BANDA MANZANA
None;PASTA UNIDAD
None;MERENGUE BLANCO
None;MERENGUE FRESA
None;PIONONOS UNIDAD
None;ROSQUILLA UNIDAD
None;ROSQUILLAS VARIADAS KG
None;COPA MALLORQUINA
None;COPA TRES BOLAS
None;BARRITA TOSTADA PAN CON TOMATE Y ACEITE
None;BARRITA TOSTADA PAN CON TOMATE Y JAMON
None;AGUA MINERAL 1/2 PLASTICO
None;AGUA MINERAL GAS 1/2 PLASTICO
None;ANIS DULCE CHINCHON
None;AQUARIUS LIMON CRISTAL 330 ML
None;BATIDO CHOCOLATE
None;BATIDO CHOCOLATE CON NATA
None;BATIDO FRESA
None;BATIDO FRESA CON NATA
None;BATIDO VAINILLA
None;BATIDO VAINILLA CON NATA
None;BOTELLA DE VINO
None;BRANDY MAGNO
None;CAVA ANNA CODORNIU 75 CL
None;CERVEZA MAHOU 5 ESTRELLAS 1/3 CRISTAL
None;CERVEZA MAHOU TOSTADA 1/3  0,0 CRISTAL
None;COCA COLA CRISTAL 230 ML
None;COCA COLA ZERO CRISTAL 230 ML
None;COMBINADO ALCOHOL
None;COMBINADO PREMIUM
None;COPA BAILEYS
None;COPA LICOR
None;COPA VINO BLANCO
None;COPA VINO TINTO
None;NESTEA CRISTAL 230 ML
None;PACHARÁN ZOCO
None;REFRESCO
None;SANGRIA LITRO
None;SIDRA BOTELLA
None;TONICA SCHWEEPES CRISTAL
None;VINO BLANCO RIOJA MUGA
None;VINO BLANCO RUEDA JOSE PARIENTE
None;VINO TINTO RIBERA DUERO EBEIA
None;VINO TINTO RIOJA CRIANZA
None;WHISKY (COPA)
None;WHISKY BALLANTINES
None;ZUMO DE MELOCOTÓN
None;ZUMO DE PIÑA
None;ZUMO NARANJA VASO
None;ZUMO SABORES INDIVIDUAL
None;BATIDO OREO
None;CAFE AMERICANO
None;CAFE BAILEYS
None;CAFE BOMBON
None;CAFE CAPUCHINO
None;CAFE CHOCO BON
None;CAFE CON LECHE
None;CAFE CON LECHE DESCAFEINADO
None;CAFE CON LECHE VEGETAL
None;CAFE CON LECHE VEGETAL DESCAFEINADO
None;CAFE CON SUPLEMENTO LICOR
None;CAFE CORTADO
None;CAFE CORTADO CON LECHE VEGETAL
None;CAFE CORTADO CON LECHE VEGETAL DESCAFEINADO
None;CAFE CORTADO DESCAFEINADO
None;CAFE DESCAIFEINADO SOBRE
None;CAFE DOBLE
None;CAFE IRLANDES
None;CAFE JAMAICANO
None;CAFE LATTE MACCHIATO
None;CAFE MOCACCINO
None;CAFE RUSO (CAFE Y HELADO)
None;CAFE SOLO
None;CAFE SOLO DESCAFEINADO
None;CAFE SUIZO
None;CAFE VIENES CON NATA
None;CHOCOLATE A LA ESPAÑOLA (TAZA)
None;CHOCOLATE VIENES
None;COLA CAO (LECHE CON COLA CAO)
None;INFUSION CLASICA
None;INFUSION ORGANICA
None;NESQUIK (LECHE CON NESQUIK)
None;TAZA CHOCOLATE CON LECHE CONDENSADA
None;TE A LA AMERICANA
None;VASO LECHE
None;VASO LECHE VEGETAL
None;MINIBOLLERIA MALLORQUINA 10 UNIDADES
None;MINIBOLLERIA MALLORQUINA 20 UNIDADES
None;MINIBOLLERIA PACK 12 UD.
None;MINICROISSANT BAÑO CHOCOLATE BLANCO
None;MINICROISSANT BAÑO CHOCOLATE NEGRO
None;MINIPALMERAS  CAJA 12 UNIDADES
None;VELAS INDIVIDUALES
None;VELAS INTERROGACIÓN
None;VELAS NUMERO
None;CREMA VERDURAS
None;MINICROISSANTS SALADOS PACK 6 UD.
None;MINICROISSANTS SALADOS SURTIDOS 12 UD. (CATERING)
None;MINIMEDIASNOCHES SALADAS PACK 6 UD
None;DESAYUNO CONTINENTAL
None;DESAYUNO MALLORQUINA
None;DESAYUNO SALADO
None;DESAYUNO SALUDABLE
None;MUFFIN BIZCOCHO CHOCOLATE CON CHOCOLATE 2 UD.
None;POSTRE TIRAMISU
None;POSTRE TRES CHOCOLATES
None;PONCHE KIWI ENTERO
None;PONCHE SAN MARCOS ENTERO
None;PONCHE YEMA ENTERO
None;RACION TARTA PONCHE O BRAZO
None;TRONQUITO DULCE DE LECHE
None;BUÑUELO AVELLANA UNIDAD
None;BUÑUELO CABELLO DE ANGEL UNIDAD
None;BUÑUELO CAFE UNIDAD
None;BUÑUELO CHOCOLATE UNIDAD
None;BUÑUELO CREMA UNIDAD
None;BUÑUELO DULCE DE LECHE UNIDAD
None;BUÑUELO LIMON UNIDAD
None;BUÑUELO NATA UNIDAD
None;BUÑUELOS VARIADOS UNIDAD
None;FLAN CHINO CON NATA UNIDAD
None;HUESOS DE SANTO VARIADOS UNIDAD
None;TOCINO CIELO UNIDAD
None;TORTITAS CON NATA Y SIROPE
None;XAXEPOCH UNIDAD
None;EMPANADA BACALAO RACION
None;CROISSANT (BAR/COCINA)  MIXTO JAMON YORK Y QUESO
None;CROISSANT (BAR/COCINA) JAMON SERRANO Y QUESO
None;CROISSANT RELLENO
None;MEDIANOCHE CLASICA  (BAR/COCINA) CON JAMON YORK Y QUESO
None;MEDIANOCHE CLASICA  (BAR/COCINA) VEGETAL CON JAMON Y QUESO
None;MEDIANOCHE CLASICA (BAR/COCINA) CON QUESO
None;MEDIANOCHE CLASICA (BAR/COCINA) DE SALMON
None;MEDIANOCHE CLASICA (BAR/COCINA) JAMON SERRANO Y QUESO
None;MEDIANOCHE CLASICA (BAR/COCINA) PALETA IBERICA Y TOMATE
None;MEDIANOCHE CLASICA (BAR/COCINA) PAVO BRASEADO
None;MEDIANOCHE CLASICA (BAR/COCINA) POLLO AL CURRY
None;MEDIANOCHE CLASICA RELLENA
None;EMPANADA ATUN INDIVIDUAL
None;EMPANADA GALLEGA BANDA
None;EMPANADA GALLEGA BANDA RACION
None;FLAUTIN
None;MINIFRANCESITAS PACK 6 UD
None;MINIMEDIANOCHE RELLENA
None;SALADITO CAJA 12 UNIDADES
None;SALADITO CAJA 24 UNIDADES
None;SALADITO UNIDAD
None;SALADITOS VARIADOS KG
None;SANDWICH FRIO
None;SANDWICH FRIO GOURMET
None;CROISSANT (BAR/COCINA) QUESO
None;ENSAIMADA JAMON Y QUESO (BAR/COCINA)
None;ENSAIMADA MIXTA CON HUEVO (BAR/COCINA)
None;HUEVOS PLANCHA
None;HUEVOS PLANCHA CON JAMON
None;MINIPECHUGUITA VILLAROY UNIDAD
None;SANDWICH (BAR/COCINA) JAMON SERRANO Y QUESO
None;SANDWICH (BAR/COCINA) JAMON SERRANO Y TOMATE
None;SANDWICH (BAR/COCINA) JAMON YORK
None;SANDWICH (BAR/COCINA) MIXTO CON HUEVO
None;SANDWICH (BAR/COCINA) MIXTO JAMON YORK Y QUESO
None;SANDWICH (BAR/COCINA) QUESO
None;SANDWICH (BAR/COCINA) VEGETAL CON HUEVO
None;TORTILLA FRANCESA
None;TORTILLA FRANCESA CON JAMON Y QUESO
None;HUESO DE SAN EXPEDITO UNIDAD
None;PAN DE MUERTOS
None;RACION CORONA
None;RACION ROSCON
None;RACION ROSCON RELLENO
None;RACION ROSCON RELLENO CREMA
None;RACION ROSCON RELLENO NATA
None;RACION ROSCON RELLENO TRUFA
None;ROSCON INDIVIDUAL RELLENO
None;ROSCON SIN GLUTEN 1/4 NATA
None;TORRIJA CON HELADO
None;TORRIJAS 2 UD.
None;TORRIJAS 4 UD.
None;MACARON CHOCOLATE GRANDE
None;MACARON UNIDAD
None;TRUFA GRANDE UNIDAD
None;TRUFA PEQUEÑA UNIDAD
None;BOMBON UNIDAD
None;NUAGE UNIDAD
None;ERIZOS UNIDAD
None;TRUFA BOMBON KG
